,source,target,lang,translation_direction
85,Architecture is concerned with the design and construction of buildings. The architecture of a place is often a tourist attraction in its own right.,আর্কিতেকচর হায়বসি মশক মওং য়েকপা অমসুং বিল্দিং শাবগা মরী লৈনৈ।মফম অমগী আর্তকিতেকচর হায়বসি মশাগী হক লৈজবা লমকোইবশিংগী পুক্নিং চিংশিনবা মফমশিং তোয়না ওই।,mni,enxx
86,"Yes! King Tutankhamun, sometimes referred to as ""King Tut"" or ""The Boy King"", is one of the most well known ancient Egyptian kings in modern times.","হোই! ""নিংথৌ তুৎ"" নৎত্রগা "" দি বোই কিং"" হায়না মরক মরক্তা কৌনবা নিংথৌ তুতানখামুন অসি অনৌবা মতমদা খ্বাইদগী শকখংনবা অরিবা ইজীপকী নিংথৌশিংগী মনুংদা অমনি।",mni,enxx
87,"Red tide is caused by a higher than normal concentration of Karenia brevis, a naturally-occurring single-celled marine organism.","মহৌশানা সিঙ্গল-সেল ওইনা লৈবা মেরিন ওর্গনিজম (সমুদ্রগী ওইবা জিবা মচা) অমা ওইরিবা, কেরেনিয়া ব্রেবিসকী মহৌশাগী ওইবা কন্সেন্ত্রেসনগী চাংদগী হেন্না ৱাংলকপদা রেদ তাইদ থোকহল্লি।",mni,enxx
88,"About three thousand years later, in 1610, Italian astronomer Galileo Galilei used a telescope to observe that Venus has phases, just as the moon does.",চহি লিশিং অহুমলোমগী মতুং 1610 দা ইতালীগী এস্ত্রোনোমর গেলিলিও গেলিলীনা থাগুম্না ভেনসকী তাংককশিং লৈবদু য়েংননবা তেলেস্কোপ অমা শীজিন্নরম্মী।,mni,enxx
89,Visitors with limited time would be best to spend their time elsewhere.,অকক্নবা মতম অমদা কোইবা লাকপা মীওইশিংদি অতোপ্পা মফমদা চৎপনা হেন্না কান্নগনি।,mni,enxx
90,"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.","ভেনেজ্বেলা মচাশিংগী চাদা তরানিপানদি থবক ফংদনা লৈরি, অমসুং মখোয়গী অয়াম্বনা ইনফোর্মেল ইকোনেমীদা থবক তৌই।",mni,enxx
91,"For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.","খুদম ওইনা, করিগুম্বা শক-চু তোঙানবা মশিং য়ামদবা কাংলুপ অমা স্কুলদা লাইরিক ফবা ওইগন্দে হায়বগী ময়ামগী অরানবা ৱাখল্লোন অসি কাংলুপ অদুগী অঙাংশিংদুনা খনবা হেক হৌখিবা মতমদা মখোয় অদু স্কুলদা হোৎননিংবা অদুমক মাংখিবা য়াই।",mni,enxx
92,"Felicia, once a Category 4 storm on the Saffir-Simpson Hurricane Scale, weakened to a tropical depression before dissipating Tuesday.",সফফির-সিম্পসন হুরিকান স্কেলদা কেতগোরী 4দা লৈখিবা নোংলৈ নুংশিৎ ফেলিকা অসি লৈপাকপোকপা নুমিৎতা তপ্না তপ্না মাংখিদ্রিঙৈগী মমাংদা ত্রোপিকেল দিপ্রেসন অমদা তপথরকখি।,mni,enxx
93,"Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.","মসি ওইদুনসু, ফ্রেঞ্চ ঙাংবা বেলজিয়নশিং অমসুং স্বিসশিংনা স্কুলদা স্তেন্দর্দ ওইবা ফ্রেঞ্চ তম্মী, অদুনা অদোম্না করিগুম্বা স্তেন্দর্দ ফ্রেঞ্চকী মশিং থিবগী পথাপ অদু শিজিন্নরবসু মখোয়না লৌশিনবা অদুমক ঙমগনি।",mni,enxx
94,"With Armenian backing, a new republic was created. However, no established nation - not even Armenia - officially recognizes it.","অর্মেনিয়নগী মতেং মখাদা অনৌবা মীয়ামগী ওইবা লমদম অমা শেমখি।অদুবু, শকখংলবা লৈবাক অমা ওইখিদে - অর্মেনিয়ানফাওবদা ওফিসিএল ওইনা শকখংবিরমদে।",mni,enxx
