en,mni-Mtei
"time for all to get in, and Beth found it very hard to pass the","ꯄꯨꯝꯅꯃꯛꯅꯥ ꯆꯪꯂꯀꯄꯒꯤ ꯃꯇꯝ, ꯑꯃꯁꯨꯡ ꯕꯦꯠꯅꯥ ꯄꯥꯁ ꯇꯧꯕꯥ ꯑꯁꯤ ꯌꯥꯝꯅꯥ ꯂꯨꯕꯥ ꯑꯣꯏꯅꯥ ꯎꯈꯤ ."
"lions. Old Mr. Laurence was the biggest one, but after he had",ꯂꯥꯌꯅꯁꯤꯡ꯫
"called, said something funny or kind to each one of the girls,","ꯀꯧꯔꯀꯏ, ꯅꯨꯄꯤꯃꯆꯥ ꯈꯨꯗꯤꯡꯃꯛꯇꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯅꯠꯔꯒꯥ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯍꯥꯌꯔꯀꯏ,"
"and talked over old times with their mother, nobody felt much","ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯃꯥꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯔꯤꯕꯥ ꯃꯇꯃꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯈꯤ, ꯀꯅꯥ ꯑꯃꯠꯇꯅꯥ ꯌꯥꯝꯅꯥ ꯋꯥꯈꯜ ꯂꯥꯀꯈꯤꯗꯦ"
"afraid of him, except timid Beth. The other lion was the fact that","ꯃꯍꯥꯀꯄꯨ ꯀꯤꯕꯥ, ꯇꯤꯃꯤꯗ ꯕꯦꯊ ꯅꯠꯇꯅꯥ꯫"
"they were poor and Laurie rich, for this made them shy of","ꯃꯈꯣꯌꯁꯤꯡ ꯑꯁꯤ ꯂꯥꯌꯔꯕꯥ ꯑꯃꯁꯨꯡ ꯂꯧꯔꯤ ꯔꯤꯆ ꯑꯣꯏꯈꯤ, ꯃꯔꯃꯗꯤ ꯃꯁꯤꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯂꯃꯖꯤꯡꯕꯤꯈꯤ꯫"
"accepting favors which they could not return. But, after a while,",ꯃꯈꯣꯌꯅꯥ ꯍꯜꯂꯀꯄꯥ ꯉꯃꯗꯕꯥ ꯃꯇꯦꯡꯁꯤꯡ ꯌꯥꯕꯥ꯫
"they found that he considered them the benefactors, and could","ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯕꯦꯅꯦꯐꯤꯁꯔꯤꯁꯤꯡꯅꯤ ꯍꯥꯌꯅꯥ ꯂꯧꯔꯝꯃꯤ, ꯑꯃꯁꯨꯡ ."
not do enough to show how grateful he was for Mrs. March’s,ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯀꯤꯗꯃꯛ ꯃꯍꯥꯛ ꯀꯌꯥ ꯌꯥꯝꯅꯥ ꯊꯥꯒꯠꯄꯥ ꯐꯣꯡꯗꯣꯀꯈꯤꯕꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯎꯠꯅꯕꯥ ꯃꯇꯤꯛ ꯆꯥꯕꯥ ꯊꯕꯛ ꯇꯧꯔꯣꯏꯗꯕꯅꯤ꯫
"motherly welcome, their cheerful society, and the comfort he","ꯃꯃꯥ-ꯃꯄꯥ ꯇꯔꯥꯝꯅꯥ ꯑꯣꯀꯆꯔꯤ, ꯃꯈꯣꯌꯒꯤ ꯍꯔꯥꯑꯣ ꯇꯌꯥꯝꯕꯥ ꯈꯨꯟꯅꯥꯏ ꯑꯃꯁꯨꯡ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯗꯨ ꯃꯍꯥꯛꯅꯥ [...]"
took in that humble home of theirs. So they soon forgot their,ꯃꯈꯣꯌꯒꯤ ꯑꯗꯨꯒꯨꯝꯕꯥ ꯏꯆꯝ ꯆꯝꯕꯥ ꯌꯨꯃꯗꯥ ꯂꯧꯈꯤ꯫
pride and interchanged kindnesses without stopping to think,ꯄ꯭ꯔꯥꯏꯗ ꯑꯃꯁꯨꯡ ꯏꯟꯇꯔꯆꯦꯟꯖ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯥ ꯋꯥꯈꯜ ꯈꯅꯕꯥ ꯂꯦꯄꯍꯟꯗꯅꯥ
which was the greater,ꯃꯗꯨ ꯍꯦꯟꯅꯥ ꯆꯥꯎꯕꯥ .
"All sorts of pleasant things happened about that time, for the","ꯃꯇꯝ ꯑꯗꯨꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯃꯈꯜ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯅꯨꯡꯉꯥꯏꯔꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯊꯣꯀꯈꯤ, ꯒꯤꯗꯃꯛ"
new friendship flourished like grass in spring. Every one liked,ꯊꯥꯒꯤ ꯃꯇꯃꯗꯥ ꯃꯍꯩ ꯃꯔꯣꯡꯒꯨꯝꯅꯥ ꯑꯅꯧꯕꯥ ꯃꯔꯨꯞ-ꯃꯄꯥꯡ ꯑꯣꯏꯕꯒꯤ ꯃꯔꯤ ꯁꯦꯃꯒꯠꯂꯀꯈꯤ꯫
"Laurie, and he privately informed his tutor that ‘the Marches","ꯂꯧꯔꯤ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯂꯅꯥꯏ ꯑꯣꯏꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯇꯤꯎꯇꯔ ꯑꯗꯨ ꯈꯉꯍꯅꯈꯤ ꯃꯗꯨꯗꯤ ‘ꯗꯤ ꯃꯥꯔꯆꯁ ."
were regularly splendid girls.’ With the delightful enthusiasm of,ꯔꯦꯒꯨꯂꯥꯔ ꯑꯣꯏꯅꯥ ꯁ꯭ꯞꯂꯦꯟꯗꯤꯗ ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡ ꯑꯣꯏꯈꯤ꯫’ ꯒꯤ ꯅꯨꯡꯉꯥꯏꯔꯕꯥ ꯊꯧꯅꯥꯒꯥ ꯂꯣꯌꯅꯅꯥ
"youth, they took the solitary boy","ꯅꯍꯥꯁꯤꯡ, ꯃꯈꯣꯌꯅꯥ ꯁꯣꯂꯤꯇꯔꯤ ꯕꯣꯏ ꯑꯗꯨ ꯂꯧꯈꯤ"
"into their midst and made much of him, and he found","ꯃꯈꯣꯌꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯃꯁꯤꯡ ꯌꯥꯝꯅꯥ ꯁꯦꯃꯈꯤ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯐꯪꯈꯤ ꯫"
something very charming in the innocent companionship of,ꯒꯤ ꯃꯔꯥꯜ ꯂꯩꯖꯗ꯭ꯔꯕꯥ ꯃꯔꯨꯞ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ .
101,꯱꯰꯱ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
these simple-hearted girls. Never having known mother or,ꯍꯥꯌꯔꯤꯕꯥ ꯏꯆꯝ ꯆꯝꯕꯥ ꯊꯝꯃꯣꯌꯒꯤ ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡ ꯑꯁꯤ꯫
"sisters, he was quick to feel the influences they brought about","ꯃꯔꯨꯄꯁꯤꯡ, ꯃꯈꯣꯌꯅꯥ ꯄꯨꯔꯀꯈꯤꯕꯥ ꯏꯅꯐ꯭ꯂꯨꯌꯦꯟꯁꯁꯤꯡ ꯑꯗꯨ ꯃꯍꯥꯛꯅꯥ ꯊꯨꯅꯥ ꯐꯥꯑꯣꯈꯤ꯫"
"him, and their busy, lively ways made him ashamed of the","ꯃꯍꯥꯀꯄꯨ, ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯊꯋꯥꯏ ꯌꯥꯑꯣꯕꯥ, ꯄꯨꯛꯅꯤꯡ ꯊꯧꯒꯠꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕꯥ ꯂꯝꯕꯤꯁꯤꯡꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯂꯃꯖꯤꯡꯕꯤꯈꯤ ​​꯫"
"indolent life he led. He was tired of books, and found people so",ꯃꯍꯥꯛꯅꯥ ꯂꯨꯆꯤꯡꯈꯤꯕꯥ ꯏꯟꯗꯣꯂꯦꯟꯇ ꯂꯥꯏꯐ꯫
interesting now that Mr. Brooke was obliged to make very,ꯍꯧꯖꯤꯛ ꯁ꯭ꯔꯤ ꯕ꯭ꯔꯨꯀꯅꯥ ꯌꯥꯝꯅꯥ ꯁꯦꯝꯅꯕꯥ ꯊꯧꯗꯥꯡ ꯌꯥꯔꯦ ꯍꯥꯌꯕꯥ ꯋꯥꯐꯝ ꯑꯁꯤ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯃꯅꯤ꯫
"unsatisfactory reports, for Laurie was always playing truant and","ꯑꯅꯁꯦꯇꯤꯐꯦꯛꯇꯔꯤ ꯔꯤꯄꯣꯔꯇꯁꯤꯡ, ꯃꯔꯃꯗꯤ ꯂꯧꯔꯤ ꯑꯁꯤ ꯃꯇꯝ ꯄꯨꯝꯅꯃꯛꯇꯥ ꯇ꯭ꯔꯨꯟꯇ ꯁꯥꯟꯅꯔꯝꯃꯤ ꯑꯃꯁꯨꯡ ."
running over to the Marches’,ꯈꯣꯡꯆꯠꯁꯤꯡ ꯑꯗꯨꯒꯤ ꯃꯊꯛꯇꯥ ꯂꯥꯟꯗꯨꯅꯥ ꯆꯠꯄꯥ’꯫
"‘Never mind, let him take a holiday, and make it up afterward,’","‘ꯀꯩꯗꯧꯉꯩꯗꯁꯨ ꯋꯥꯈꯜ ꯈꯟꯊꯕꯤꯌꯨ, ꯃꯍꯥꯀꯄꯨ ꯁꯨꯇꯤ ꯂꯧꯕꯤꯌꯨ, ꯑꯃꯁꯨꯡ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯁꯦꯝꯃꯨ’꯫"
said the old gentleman. ‘The good lady next door says he is,ꯍꯥꯌꯅꯥ ꯑꯔꯤꯕꯥ ꯃꯔꯨꯞ ꯑꯗꯨꯅꯥ ꯍꯥꯌꯈꯤ꯫
"studying too hard and needs young society, amusement, and","ꯌꯥꯝꯅꯥ ꯀꯟꯅꯥ ꯇꯃꯁꯤꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯅꯍꯥ ꯑꯣꯏꯔꯤꯕꯥ ꯈꯨꯟꯅꯥꯏ, ꯑꯦꯃꯨꯌꯦꯁꯃꯦꯟꯇ, ꯑꯃꯁꯨꯡ ꯃꯊꯧ ꯇꯥꯏ꯫"
"exercise. I suspect she is right, and that I’ve been coddling the",ꯁꯥꯖꯦꯜ ꯇꯧꯕ.
"fellow as if I’d been his grandmother. Let him do what he likes,",ꯐꯦꯂꯣ ꯑꯣꯏꯅꯥ ꯑꯩꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯥ ꯑꯣꯏꯕꯒꯨꯝ꯫
as long as he is happy. He can’t get into mischief in that little,ꯃꯍꯥꯛ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯔꯤꯕꯥ ꯃꯇꯝ ꯐꯥꯑꯣꯕꯥ꯫
"nunnery over there, and Mrs. March is doing more for him than","ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯅꯅꯔꯦꯔꯤ, ꯑꯃꯁꯨꯡ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯅꯥ ꯃꯍꯥꯛꯀꯤꯗꯃꯛ ꯍꯦꯟꯅꯥ ꯊꯕꯛ ꯇꯧꯔꯤ꯫"
we can.’,ꯑꯩꯈꯣꯏꯅ ꯉꯝꯒꯅꯤ.'
"What good times they had, to be sure. Such plays and tableaux,","ꯃꯈꯣꯌꯅꯥ ꯀꯔꯤ ꯑꯐꯕꯥ ꯃꯇꯃꯗꯥ ꯂꯩꯈꯤꯕꯒꯦ, ꯁꯣꯏꯗꯅꯥ ꯍꯥꯌꯔꯕꯗꯥ꯫"
"such sleigh rides and skating frolics, such pleasant evenings in","ꯑꯁꯤꯒꯨꯝꯕꯥ ꯁ꯭ꯂꯦꯒ ꯔꯥꯏꯗꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯁ꯭ꯀꯦꯇꯤꯡ ꯐ꯭ꯔꯣꯂꯤꯀꯁꯤꯡ, ꯑꯁꯤꯒꯨꯝꯕꯥ ꯅꯨꯡꯉꯥꯏꯔꯕꯥ ꯅꯨꯃꯤꯠꯁꯤꯡ ꯑꯁꯤ"
"the old parlor, and now and then such gay little parties at the","ꯑꯔꯤꯕꯥ ꯄꯥꯔꯂꯔ, ꯑꯃꯁꯨꯡ ꯍꯧꯖꯤꯛ ꯃꯇꯝ ꯈꯔꯒꯤ ꯑꯣꯏꯅꯥ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯒꯦ ꯂꯤꯇꯜ ꯄꯥꯔꯇꯤꯁꯤꯡꯗꯥ ."
great house. Meg could walk in the conservatory whenever she,ꯑꯆꯧꯕꯥ ꯌꯨꯝ ꯑꯃꯥ꯫
"liked and revel in bouquets, Jo browsed over the new library","ꯂꯥꯏꯛ ꯑꯃꯁꯨꯡ ꯔꯤꯚꯦꯜ ꯏꯟ ꯕꯨꯀꯦꯠꯁ, ꯖꯣꯅꯥ ꯑꯅꯧꯕꯥ ꯂꯥꯏꯕ꯭ꯔꯦꯔꯤꯒꯤ ꯃꯊꯛꯇꯥ ꯕ꯭ꯔꯣꯎꯖ ꯇꯧꯈꯤ"
"voraciously, and convulsed","ꯚꯣꯔꯦꯁꯤꯌꯁ ꯑꯣꯏꯅꯥ, ꯑꯃꯁꯨꯡ ꯀꯅꯚꯂꯁ ꯇꯧꯕꯥ ."
102,꯱꯰꯲ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"the old gentleman with her criticisms, Amy copied pictures and","ꯃꯍꯥꯛꯀꯤ ꯀ꯭ꯔꯤꯇꯤꯁꯤꯖꯃꯁꯤꯡꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯔꯤꯕꯥ ꯃꯔꯨꯞ, ꯑꯦꯃꯤꯅꯥ ꯄꯤꯀꯆꯔꯁꯤꯡ ꯑꯃꯁꯨꯡ ."
"enjoyed beauty to her heart’s content, and Laurie played ‘lord","ꯃꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌꯒꯤ ꯅꯨꯡꯉꯥꯏꯕꯗꯥ ꯐꯖꯕꯥ ꯅꯨꯡꯉꯥꯏꯈꯤ, ꯑꯃꯁꯨꯡ ꯂꯧꯔꯤꯅꯥ ‘ꯂꯔꯗ ."
of the manor’ in the most delightful style,ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯃꯦꯅꯔ’ꯒꯤ’
"But Beth, though yearning for the grand piano, could not pluck","ꯑꯗꯨꯕꯨ ꯕꯦꯊ, ꯒ꯭ꯔꯦꯟꯗ ꯄꯤꯌꯥꯅꯣꯒꯤꯗꯃꯛ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯑꯣꯏꯔꯕꯁꯨ, ꯄ꯭ꯂꯛ ꯇꯧꯕꯥ ꯉꯃꯈꯤꯗꯦ"
"up courage to go to the ‘Mansion of Bliss’, as Meg called it. She",ꯃꯦꯒꯅꯥ ꯀꯧꯔꯀꯄꯒꯨꯝ ‘ꯃꯦꯟꯁꯟ ꯑꯣꯐ ꯕ꯭ꯂꯤꯁ’ꯇꯥ ꯆꯠꯅꯕꯥ ꯊꯧꯅꯥ ꯍꯥꯞꯄꯤꯌꯨ꯫
"went once with Jo, but the old gentleman, not being aware of","ꯖꯣꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯆꯠꯈꯤ, ꯑꯗꯨꯕꯨ ꯑꯔꯤꯕꯥ ꯃꯔꯨꯞ ꯑꯗꯨꯅꯥ, ꯈꯉꯂꯃꯗꯕꯥ ꯑꯗꯨ ."
"her infirmity, stared at her so hard from under his heavy","ꯃꯍꯥꯛꯀꯤ ꯑꯋꯥꯕꯥ, ꯃꯍꯥꯛꯀꯤ ꯍꯦꯚꯤꯒꯤ ꯃꯈꯥꯗꯒꯤ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯀꯟꯅꯥ ꯌꯦꯡꯈꯤ"
"eyebrows, and said ‘Hey!’ so loud, that he frightened her so","ꯃꯤꯠꯅꯥ ꯎꯕꯥ, ꯑꯃꯁꯨꯡ ‘ꯍꯦ!’ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯍꯥꯌꯔꯀꯈꯤ, ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯊꯋꯥꯏ ꯌꯥꯑꯣꯍꯅꯈꯤ ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯊꯋꯥꯏ ꯌꯥꯑꯣꯍꯅꯈꯤ꯫"
"much her ‘feet chattered on the floor’, she never told her","ꯃꯍꯥꯛꯀꯤ ‘ꯐꯤꯠ ꯆꯦꯇꯔ ꯑꯣꯟ ꯗꯤ ꯐ꯭ꯂꯣꯔ’, ꯃꯍꯥꯛꯅꯥ ꯀꯩꯗꯧꯉꯩꯗꯥ ꯍꯥꯌꯈꯤꯗꯦ"
"mother, and she ran away, declaring she would never go there","ꯃꯃꯥ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯂꯥꯀꯈꯤ, ꯃꯍꯥꯛ ꯀꯩꯗꯧꯅꯨꯡꯗꯥ ꯃꯐꯝ ꯑꯗꯨꯗꯥ ꯆꯠꯈꯤꯔꯣꯏ ꯍꯥꯌꯅꯥ ꯂꯥꯎꯊꯣꯀꯈꯤ꯫"
"any more, not even for the dear piano. No persuasions or","ꯃꯈꯥ ꯇꯥꯅꯥ, ꯅꯨꯡꯁꯤꯔꯕꯥ ꯄꯤꯌꯥꯅꯣꯒꯤꯗꯃꯛꯇꯁꯨ ꯅꯠꯇꯦ꯫"
"enticements could overcome her fear, till, the fact coming to Mr","ꯑꯦꯟꯁꯤꯁꯃꯦꯟꯇꯁꯤꯡꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯑꯀꯤꯕꯥ ꯑꯗꯨ ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯕꯥ ꯉꯃꯒꯅꯤ, ꯇꯤꯜ, ꯑꯦꯝ.ꯑꯥꯔ."
"Laurence’s ear in some mysterious way, he set about mending","ꯂꯧꯔꯦꯟꯁꯀꯤ ꯀꯥꯡ ꯑꯁꯤ ꯑꯉꯀꯄꯥ ꯃꯑꯣꯡ ꯑꯃꯗꯥ, ꯃꯍꯥꯛꯅꯥ ꯃꯦꯟꯗꯤꯡ ꯇꯧꯅꯕꯥ ꯁꯦꯠ ꯇꯧꯈꯤ"
"matters. During one of the brief calls he made, he artfully led",ꯃꯔꯨ ꯑꯣꯏꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ꯫
"the conversation to music, and talked away about great singers","ꯃ꯭ꯌꯨꯖꯤꯀꯇꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯑꯗꯨ, ꯑꯃꯁꯨꯡ ꯑꯆꯧꯕꯥ ꯏꯁꯩ ꯅꯣꯡꯃꯥꯏꯒꯤ ꯃꯔꯃꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯈꯤ"
"whom he had seen, fine organs he had heard, and told such","ꯃꯍꯥꯛꯅꯥ ꯎꯈꯤꯕꯥ, ꯐꯖꯔꯕꯥ ꯑꯣꯔꯒꯥꯅꯁꯤꯡ ꯃꯍꯥꯛꯅꯥ ꯇꯥꯈꯤꯕꯥ, ꯑꯃꯁꯨꯡ ꯑꯁꯤꯒꯨꯝꯕꯥ"
charming anecdotes that Beth found it impossible to stay in her,ꯕꯦꯊꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯥ ꯂꯩꯕꯥ ꯌꯥꯗꯕꯥ ꯊꯦꯡꯅꯈꯤꯕꯥ ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ ꯋꯥꯔꯤꯁꯤꯡ
"distant corner, but crept nearer and nearer, as if fascinated. At","ꯂꯥꯞꯅꯥ ꯂꯩꯕꯥ ꯀꯣꯟꯅꯥ, ꯑꯗꯨꯕꯨ ꯍꯦꯟꯅꯥ ꯅꯀꯁꯤꯜꯂꯀꯄꯥ ꯑꯃꯁꯨꯡ ꯍꯦꯟꯅꯥ ꯅꯀꯁꯤꯜꯂꯀꯄꯥ, ꯃꯤꯠꯌꯦꯡ ꯊꯃꯗꯕꯥ ꯃꯑꯣꯡꯗꯥ꯫"
"the back of his chair she stopped and stood listening, with her","ꯃꯍꯥꯛꯀꯤ ꯆꯦꯌꯥꯔꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯊꯃꯈꯤ ꯑꯃꯁꯨꯡ ꯇꯥꯗꯨꯅꯥ ꯂꯩꯈꯤ, ꯃꯍꯥꯛꯀꯥ ꯂꯣꯌꯅꯅꯥ"
great eyes wide open and her cheeks red with excitement of,ꯑꯆꯧꯕꯥ ꯃꯤꯠꯁꯤꯡ ꯄꯥꯀꯊꯣꯛ-ꯆꯥꯎꯊꯣꯛꯂꯒꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌꯅꯥ ꯅꯨꯡꯉꯥꯏꯕꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯂꯥꯂꯍꯧꯕꯥ
this unusual performance. Taking no more notice of her than if,ꯃꯁꯤꯒꯤ ꯑꯆꯝꯕꯥ ꯄꯔꯐꯣꯃꯦꯟꯁ ꯑꯁꯤ꯫
she,ꯃꯍꯥꯛ
103,꯱꯰꯳ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"had been a fly, Mr. Laurence talked on about Laurie’s lessons","ꯐ꯭ꯂꯥꯏ ꯑꯃꯥ ꯑꯣꯏꯔꯝꯃꯤ, ꯁ꯭ꯔꯤ ꯂꯧꯔꯦꯟꯁꯅꯥ ꯂꯧꯔꯤꯒꯤ ꯂꯥꯏꯔꯤꯀꯁꯤꯡꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯋꯥꯔꯤ ꯁꯥꯈꯤ"
"and teachers. And presently, as if the idea had just occurred to",ꯑꯃꯁꯨꯡ ꯑꯣꯖꯥꯁꯤꯡ ꯌꯥꯑꯣꯔꯤ꯫
"him, he said to Mrs. March","ꯃꯍꯥꯛ, ꯃꯍꯥꯛꯅꯥ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯇꯥ ꯍꯥꯌꯈꯤ"
"‘The boy neglects his music now, and I’m glad of it, for he was","‘ꯅꯨꯄꯥꯃꯆꯥ ꯑꯁꯤꯅꯥ ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛꯀꯤ ꯃ꯭ꯌꯨꯖꯤꯛ ꯅꯦꯒꯜ ꯇꯧꯔꯦ, ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯃꯁꯤꯗꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯏ, ꯃꯔꯃꯗꯤ ꯃꯍꯥꯛ ꯑꯁꯤ ."
getting too fond of it. But the piano suffers for want of use,ꯃꯁꯤꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯁꯤꯖꯕꯥ꯫
"Wouldn’t some of your girls like to run over, and practice on it","ꯅꯈꯣꯌꯒꯤ ꯅꯨꯄꯤꯃꯆꯥ ꯈꯔꯅꯥ ꯂꯥꯟꯗꯥꯕꯥ ꯄꯥꯃꯂꯣꯏꯗ꯭ꯔꯥ, ꯑꯃꯁꯨꯡ ꯃꯁꯤꯗꯥ ꯄ꯭ꯔꯦꯛꯇꯤꯁ ꯇꯧꯕꯥ ꯄꯥꯃꯂꯣꯏ꯫"
"now and then, just to keep it in tune, you know, ma‘am?’","ꯍꯧꯖꯤꯛ ꯃꯇꯝ ꯈꯔꯒꯤ ꯑꯣꯏꯅꯥ, ꯃꯁꯤ ꯁꯨꯞꯅꯇꯒꯤ ꯇ꯭ꯌꯨꯅꯗꯥ ꯊꯝꯅꯕꯥ, ꯅꯍꯥꯛꯅꯥ ꯈꯉꯂꯦ, ꯃꯥ‘ꯑꯥꯝ?’"
"Beth took a step forward, and pressed her hands tightly","ꯕꯦꯠꯅꯥ ꯃꯥꯡꯂꯣꯃꯗꯥ ꯆꯪꯁꯤꯜꯂꯀꯈꯤ, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯀꯤ ꯈꯨꯠꯁꯥꯁꯤꯡ ꯑꯗꯨ ꯆꯦꯠꯅꯥ ꯆꯦꯠꯅꯥ ꯊꯃꯈꯤ"
"together to keep from clapping them, for this was an irresistible","ꯃꯈꯣꯌꯕꯨ ꯂꯥꯟꯗꯥꯅꯕꯥ ꯄꯨꯟꯅꯥ ꯊꯝꯃꯤꯟꯅꯅꯕꯥ, ꯃꯔꯃꯗꯤ ꯃꯁꯤ ꯂꯥꯟꯊꯦꯡꯅꯕꯗꯥ ꯋꯥꯕꯥ ꯑꯃꯥ ꯑꯣꯏꯈꯤ꯫"
"temptation, and the thought of practicing on that splendid","ꯇꯦꯝꯄꯦꯁꯟ, ꯑꯃꯁꯨꯡ ꯑꯗꯨꯒꯨꯝꯕꯥ ꯃꯁꯛ ꯑꯗꯨꯗꯥ ꯄ꯭ꯔꯦꯛꯇꯤꯁ ꯇꯧꯕꯒꯤ ꯋꯥꯈꯜꯂꯣꯟ ꯑꯗꯨ ."
instrument quite took her breath away. Before Mrs. March could,ꯏꯅꯁ꯭ꯠꯔꯨꯃꯦꯟꯇ ꯑꯁꯤ ꯌꯥꯝꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯋꯥꯏ ꯌꯥꯑꯣꯕꯥ ꯑꯗꯨ ꯂꯧꯊꯣꯀꯈꯤ꯫
"reply, Mr. Laurence went on with an odd little nod and smile","ꯄꯥꯎꯈꯨꯝ ꯄꯤꯔꯀꯎ, ꯁ꯭ꯔꯤꯃꯥꯟ ꯂꯧꯔꯦꯟꯁꯅꯥ ꯑꯆꯝꯕꯥ ꯑꯄꯤꯀꯄꯥ ꯅꯣꯀꯄꯥ ꯑꯃꯁꯨꯡ ꯃꯤꯠꯀꯨꯞ ꯑꯃꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯠꯈꯤ"
"‘They needn’t see or speak to anyone, but run in at any time. For","‘ꯃꯈꯣꯌꯅꯥ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯒꯥ ꯎꯅꯕꯥ ꯅꯠꯔꯒꯥ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯃꯊꯧ ꯇꯥꯗꯦ, ꯑꯗꯨꯕꯨ ꯃꯇꯝ ꯑꯃꯠꯇꯗꯥ ꯂꯥꯟꯗꯥꯕꯥ ꯃꯊꯧ ꯇꯥꯗꯦ꯫"
